Type,Level,Name,Resource,Spell Script Name,Generic Description,Identified Description
Wizard,5,"Breach","SPWI513","Wizard Breach","Breach
(Abjuration)

Level: 5
Range: 40 ft.
Duration: Instant
Casting Time: 5
Area of Effect: 1 creature
Saving Throw: None

When this spell is cast at a creature, it breaches and dispels all of the specific and combat protections on the target creature. Here is a complete list of all the specific protection spells that are dispelled by Breach: Shield, Protection Circle, Resist Fear, Protection From Fire/Cold, Fireshield, Protection From Acid, Protection From Electricity, Protection From Magic Energy, Protection From The Elements, and Protection From Energy. The combat protection spells dispelled by Breach are Protection From Normal Missiles, Protection From Normal Weapons, Protection From Magical Weapons, Stoneskin, Armor, Ghost Armor, Spirit Armor, Absolute Immunity, Mantle, and Improved Mantle. The target's Magic Resistance, if any, does not affect this spell.",No Description
Wizard,5,"Chaos","SPWI508","Wizard Chaos","Chaos
(Enchantment/Charm)

Level: 5
Range: 35 ft.
Duration: 5 rounds + 1 round/6 levels
Casting Time: 4
Area of Effect: 30-ft. radius
Saving Throw: Special

The effects of this spell are identical to the 4th-level spell Confusion in all respects. The victims wander around as if in a daze, sometimes wandering away, sometimes attacking either friend or foe. If the victim is 4th level or lower, <PRO_HESHE> does not receive a Saving Throw vs. the effects. However, if the victim is 5th level or higher, <PRO_HESHE> receives a Save vs. Spell with a -4 penalty. The spell lasts for the duration or until a successful Dispel Magic is cast.",No Description
Wizard,5,"Chaos","SPWI050","Wizard Chaos Visuals Only","Visual candy for the misled image to cast, does nothing, looks pretty.",No Description
Wizard,5,"Cloudkill","SPWI502","Wizard Cloudkill","Cloudkill
(Evocation)

Level: 5
Range: 40 ft.
Duration: 1 turn
Casting Time: 5
Area of Effect: 30-ft. radius
Saving Throw: Special

This spell generates a billowing cloud of ghastly, yellowish green vapors that is so toxic as to slay any creature with 4 or fewer Hit Dice, and causes creatures with 5 to 6 Hit Dice to roll Saving Throws vs. Poison with a -4 penalty or be slain. Holding one's breath has no effect on the lethality of the spell. Those above 6th level (or 6 Hit Dice) must leave the cloud immediately or suffer 1d10 points of poison damage each round while in the area of effect.",No Description
Wizard,5,"Cloudkill","SPWI016","Trap Cloudkill",No Description, No Description
Wizard,5,"Cone of Cold","SPWI503","Wizard Cone Of Cold","Cone of Cold
(Evocation)

Level: 5
Range: 0
Duration: Instant
Casting Time: 5
Area of Effect: 35-ft. cone with 90-deg. arc
Saving Throw: 1/2

When this spell is cast, it generates a cone-shaped area of extreme cold originating at the wizard's hand and extending outward in a cone 35 ft. long with a 90-deg. arc. It drains heat and causes 1d4+1 points of damage per level of the caster. For example, a 10th-level wizard would cast a cone of cold causing 10d4+10 points of damage.",No Description
Wizard,5,"Conjure Lesser Air Elemental","SPWI520","Wizard Conjure Lesser Air Elemental","Conjure Lesser Air Elemental
(Conjuration/Summoning)

Level: 5
Range: 45 ft.
Duration: 1 turn + 1 round/level
Casting Time: 9
Area of Effect: Special
Saving Throw: None

A wizard who casts a Conjure Lesser Air Elemental spell summons an air elemental to do <PRO_HISHER> bidding. The elemental has 8 Hit Dice and will serve the caster's every whim until banished back to its home plane, the spell's duration expires, or the elemental dies. However, every time this spell is cast, there is a 15% chance that the elemental will escape the instructions of the caster, go berserk, and attack the wizard who dared summoning it. If it can't reach the summoner, it will fight its way toward <PRO_HIMHER>. This berserking elemental will also remain until slain or the spell's duration expires. The elemental is locked into a psychic contest with the caster for 3 rounds after being summoned. At the end of this time, if the caster has won, <PRO_HESHE> has control of the elemental; however, if <PRO_HESHE> has lost, the elemental goes berserk and tries to kill <PRO_HIMHER>. This does not prevent the use of other charm-type spells after the contest was lost. If charm spells are used before the contest is over, they will have no effect on the outcome.",No Description
Wizard,5,"Conjure Lesser Earth Elemental","SPWI521","Wizard Conjure Lesser Earth Elemental","Conjure Lesser Earth Elemental
(Conjuration/Summoning)

Level: 5
Range: 45 ft.
Duration: 1 turn + 1 round/level
Casting Time: 9
Area of Effect: Special
Saving Throw: None

A wizard who casts a Conjure Lesser Earth Elemental spell summons an earth elemental to do <PRO_HISHER> bidding. The elemental has 8 Hit Dice and will serve the caster's every whim until banished back to its home plane, the spell's duration expires, or the elemental dies. However, every time this spell is cast, there is a 15% chance that the elemental will escape the instructions of the caster, go berserk, and attack the wizard who dared summoning it. If it can't reach the summoner, it will fight its way toward <PRO_HIMHER>. This berserking elemental will also remain until slain or the spell's duration expires. The elemental is locked into a psychic contest with the caster for 3 rounds after being summoned. At the end of this time, if the caster has won, <PRO_HESHE> has control of the elemental; however, if <PRO_HESHE> has lost, the elemental goes berserk and tries to kill <PRO_HIMHER>. This does not prevent the use of other charm-type spells after the contest was lost. If charm spells are used before the contest is over, they will have no effect on the outcome.",No Description
Wizard,5,"Conjure Lesser Fire Elemental","SPWI516","Wizard Conjure Lesser Fire Elemental","Conjure Lesser Fire Elemental
(Conjuration/Summoning)

Level: 5
Range: 45 ft.
Duration: 1 turn + 1 round/level
Casting Time: 9
Area of Effect: Special
Saving Throw: None

A wizard who casts a Conjure Lesser Fire Elemental spell summons a fire elemental to do <PRO_HISHER> bidding. The elemental has 8 Hit Dice and will serve the caster's every whim until banished back to its home plane, the spell's duration expires, or the elemental dies. However, every time this spell is cast, there is a 15% chance that the elemental will escape the instructions of the caster, go berserk, and attack the wizard who dared summoning it. If it can't reach the summoner, it will fight its way toward <PRO_HIMHER>. This berserking elemental will also remain until slain or the spell's duration expires. The elemental is locked into a psychic contest with the caster for 3 rounds after being summoned. At the end of this time, if the caster has won, <PRO_HESHE> has control of the elemental; however, if <PRO_HESHE> has lost, the elemental goes berserk and tries to kill <PRO_HIMHER>. This does not prevent the use of other charm-type spells after the contest was lost. If charm spells are used before the contest is over, they will have no effect on the outcome.",No Description
Wizard,5,"Domination","SPWI506","Wizard Domination","Domination
(Enchantment/Charm)

Level: 5
Range: Visual range of the caster
Duration: 8 rounds
Casting Time: 5
Area of Effect: 1 creature
Saving Throw: Neg.

The Domination spell enables the caster to control the actions of any creature while the spell is in effect. This control is maintained through a telepathic link between the caster and the victim. Unlike the 4th-level priest spell Mental Domination, the target has no option for release, even if made to do something against his morals. This effect can only be reversed by Dispel Magic. The target is allowed a Saving Throw vs. Spell with a -2 penalty to negate the effect.",No Description
